Annee_Gestion;Scenario;Etang;Nb_Jours_Total;Jours_Rempli_Plus_80;Jours_Moins_15_Pourcent;Volume_Ruissele_m3;Volume_Evapore_m3;Volume_Sortant_m3;Taux_Renouvellement;CR_Annuel_Global;Nb_Jours_Avec_Sonde;RMSE_Volume_m3;Nb_Orages_Valides;CR_Terrain_Moyen;CR_Modele_Moyen;Biais_CR
2012-2013;L0.2_Pant5_CN_base_20260519;POLLET;365;0;328;5781;12938;200412;0.03;16.3;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;POLLET;365;301;54;741;70557;71537;0;2.1;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;POLLET;365;281;11;1970;-2436;261835;0.01;7.8;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;POLLET;366;0;15;1382;60686;175265;0.01;4.3;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;POLLET;365;0;17;244;-16872;147552;0;1.1;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;POLLET;365;0;333;5182;-2833;114975;0.02;19;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;POLLET;365;0;64;335;11675;3208;0;1.3;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;POLLET;366;0;41;827;-11224;59266;0;3.4;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;POLLET;365;0;23;3518;86401;79266;0.02;9.4;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;POLLET;365;215;16;798;-32168;180859;0;3.5;51;30348;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;POLLET;365;42;247;1418;33445;219474;0.01;5.7;180;60986;2;57.1;0;-57.1
2023-2024;L0.2_Pant5_CN_base_20260519;POLLET;366;65;53;5509;93392;73022;0.02;13.9;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_base_20260519;POLLET;365;277;14;1390;32787;281883;0.01;4.5;154;7465;3;35.5;0;-35.4
2010-2011;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;0;330;20476;14934;91732;0.18;3.5;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_base_20260519;REMONDET NORD;366;0;101;18458;50346;2739;0.16;2.9;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;107;35;33668;86504;102184;0.29;4.3;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;77;29;28171;77318;95604;0.25;3.7;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;13;28;57430;-123;130861;0.5;10.2;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;REMONDET NORD;366;0;340;52777;16531;89692;0.46;7.4;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;0;159;12298;830;7230;0.11;2.4;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;5;101;24597;17460;8945;0.22;4.1;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;0;64;13782;544;30378;0.12;2.4;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;REMONDET NORD;366;0;61;26013;-10125;31317;0.23;4.8;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;0;365;117605;19767;144900;1.03;14.3;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;0;158;31331;-15429;15903;0.27;6.2;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;0;212;10717;22181;29643;0.09;2;291;9479;3;15.4;0.3;-15.1
2023-2024;L0.2_Pant5_CN_base_20260519;REMONDET NORD;366;275;43;122776;104285;155209;1.08;14;366;20134;13;28.1;15.4;-12.7
2024-2025;L0.2_Pant5_CN_base_20260519;REMONDET NORD;365;267;0;44628;30796;89366;0.39;6.6;365;8588;9;30.7;11;-19.7
2010-2011;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;31;245;3605;51407;404605;0.02;2.3;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_base_20260519;REMONDET SUD;366;22;73;3208;62141;182151;0.02;1.8;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;31;293;11695;37792;777417;0.07;5.6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;195;115;6839;64302;393272;0.04;3.3;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;246;7;12456;-4634;898603;0.07;8.3;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;REMONDET SUD;366;48;56;8659;80187;382190;0.05;4.5;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;29;167;1678;8742;306661;0.01;1.2;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;23;318;10781;308;235935;0.06;6.7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;0;182;4036;10199;143383;0.02;2.6;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;REMONDET SUD;366;16;54;5091;-16995;217723;0.03;3.5;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;141;57;21836;113867;520631;0.13;9.9;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;201;14;5328;-45193;311964;0.03;3.9;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;28;293;3608;19978;272734;0.02;2.5;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_base_20260519;REMONDET SUD;366;194;90;45312;70106;636274;0.27;19.3;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_base_20260519;REMONDET SUD;365;175;25;8838;42887;659709;0.05;4.9;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_base_20260519;RIOUX;365;29;264;10024;19696;51264;0.2;2.5;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_base_20260519;RIOUX;366;0;126;9720;19462;11594;0.19;2.2;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_base_20260519;RIOUX;365;11;51;17603;34833;55087;0.34;3.3;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;RIOUX;365;0;266;16226;14021;47983;0.32;3.1;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;RIOUX;365;0;230;39522;-340;39182;0.77;10.3;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;RIOUX;366;0;46;25442;26348;26359;0.5;5.2;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;RIOUX;365;0;265;5383;13700;42101;0.1;1.6;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;RIOUX;365;0;124;13614;5187;12358;0.26;3.3;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;RIOUX;365;0;321;7533;4581;20971;0.15;1.9;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;RIOUX;366;0;341;16650;-1124;14113;0.32;4.5;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;RIOUX;365;104;45;60113;37729;55614;1.17;10.6;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;RIOUX;365;97;166;15487;9949;69076;0.3;4.4;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;RIOUX;365;0;268;5885;12103;16686;0.11;1.6;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_base_20260519;RIOUX;366;44;304;77436;31533;110271;1.51;12.9;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_base_20260519;RIOUX;365;0;155;27092;-3215;15267;0.53;5.8;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;17;212;8051;18432;42485;0.19;3.6;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;366;0;105;7528;20663;8873;0.18;3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;7;284;16729;11940;51160;0.4;5.6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;0;118;12870;19704;7014;0.31;4.4;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;38;125;22978;13705;62242;0.55;10.7;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;366;53;66;18162;27756;22421;0.44;6.6;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;0;285;4704;15214;40796;0.11;2.4;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;0;365;12809;2243;17672;0.31;5.6;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;0;188;6640;4842;5258;0.16;3.1;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;366;0;142;10281;10254;25262;0.25;4.9;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;113;52;39232;40293;47692;0.95;12.5;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;53;111;11558;5310;50196;0.28;5.9;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;0;358;5164;9634;14798;0.12;2.5;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;366;109;91;57080;18418;51770;1.38;17.1;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_base_20260519;ROUE RONZUEL;365;41;30;17918;13803;46817;0.43;6.9;154;8240;6;19.3;16.1;-3.2
2010-2011;L0.2_Pant5_CN_base_20260519;SALE;365;107;108;5253;21325;965682;0.05;2.3;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_base_20260519;SALE;366;97;230;6578;25138;588430;0.07;2.6;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_base_20260519;SALE;365;112;158;11490;14902;1330413;0.11;3.7;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;SALE;365;304;8;7077;63290;973483;0.07;2.4;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;SALE;365;224;1;18159;-2600;1593643;0.18;8.2;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;SALE;366;208;29;12629;47213;887818;0.13;4.5;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;SALE;365;103;229;2684;20943;812550;0.03;1.4;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;SALE;365;0;144;8167;-15169;440958;0.08;3.5;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;SALE;365;104;109;3486;-5157;286613;0.03;1.6;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;SALE;366;105;71;7431;-10193;451172;0.07;3.5;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;SALE;365;219;17;31878;66269;1121736;0.32;9.9;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;SALE;365;136;142;7772;-23775;1042589;0.08;3.9;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;SALE;365;73;116;3019;6018;554485;0.03;1.4;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_base_20260519;SALE;366;238;26;38548;74074;1615602;0.38;11.2;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_base_20260519;SALE;365;186;13;12889;25533;1249423;0.13;4.9;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;219;124;31819;20016;301244;0.55;3.9;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_base_20260519;TRIPOUX;366;140;177;29781;21189;100721;0.51;3.3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;0;257;56707;-5641;355138;0.97;5.2;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;219;50;45311;38885;317815;0.78;4.2;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;219;117;86197;30774;380026;1.48;11;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;TRIPOUX;366;222;34;68365;29693;226976;1.17;6.8;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;156;159;18697;12977;186280;0.32;2.7;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;0;333;39203;-9217;124583;0.67;4.7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;157;115;23572;19774;124193;0.4;3;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;TRIPOUX;366;195;117;38297;20507;128187;0.66;5;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;263;30;146296;42924;413623;2.51;12.7;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;243;99;44225;8952;350568;0.76;6.2;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;156;138;17259;20861;112921;0.3;2.3;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_base_20260519;TRIPOUX;366;0;366;193394;-1737;668595;3.32;15.8;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_base_20260519;TRIPOUX;365;218;87;67659;16863;222775;1.16;7.2;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_base_20260519;VIEUX;365;25;37;8878;8414;170761;0.2;4;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_base_20260519;VIEUX;366;24;307;11210;451;228968;0.26;4.5;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_base_20260519;VIEUX;365;202;69;16562;24640;208076;0.38;5.5;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;VIEUX;365;20;307;17123;6179;128378;0.39;5.8;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;VIEUX;365;157;64;27744;-3305;268150;0.63;12.9;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;VIEUX;366;72;69;21094;21466;209126;0.48;7.7;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;VIEUX;365;25;306;6715;2805;183895;0.15;3.5;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;VIEUX;365;116;101;11644;6066;109609;0.27;5.1;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;VIEUX;365;0;310;7928;-2986;31226;0.18;3.6;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;VIEUX;366;0;153;13700;-3071;68649;0.31;6.6;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;VIEUX;365;136;76;42877;32395;118231;0.98;13.6;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;VIEUX;365;55;306;15118;6636;240168;0.34;7.8;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;VIEUX;365;205;82;5060;-455;195220;0.12;2.4;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_base_20260519;VIEUX;366;6;307;58980;11446;172307;1.35;17.6;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_base_20260519;VIEUX;365;216;67;22297;352;279321;0.51;8.6;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;11;277;2645;6116;39442;0.12;4.3;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;366;0;120;2273;7445;2715;0.1;3.3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;231;30;4026;15473;31443;0.18;4.8;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;288;29;3481;14545;30899;0.15;4.3;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;262;29;6600;-619;42147;0.29;11.1;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;366;0;279;6653;4530;34197;0.29;8.7;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;0;365;1941;937;4737;0.09;3.6;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;7;117;2792;2196;5310;0.12;4.4;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;0;38;1810;-1254;12701;0.08;3;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;366;0;31;2931;-2407;16090;0.13;5.1;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;32;296;14439;4315;35776;0.63;16.5;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;143;117;4176;-9935;14042;0.18;7.7;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;0;279;1628;3222;20700;0.07;2.8;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;366;215;91;17453;7219;41077;0.77;18.7;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_base_20260519;VIEUX BURLAT;365;238;29;5179;5758;33858;0.23;7.2;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;60;126;25175;24758;128640;0.23;8.5;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;BIETONNAY;366;0;98;24211;46184;32358;0.22;7.3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;114;17;42939;86893;159925;0.39;10.8;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;51;264;51756;34849;181786;0.47;13.2;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;0;166;70285;-29867;90565;0.64;24.6;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;BIETONNAY;366;83;44;48339;66456;68768;0.44;13.2;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;24;105;18240;7459;119345;0.17;7.1;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;0;124;26709;11374;30241;0.24;8.7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;0;339;30182;12088;79429;0.27;10.4;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;BIETONNAY;366;0;174;35319;-25787;32072;0.32;12.7;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;114;52;81675;93664;154617;0.74;19.4;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;79;130;31212;19215;160814;0.28;12;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;0;178;13689;18130;42759;0.12;4.9;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;BIETONNAY;366;36;291;118732;77281;271565;1.08;26.6;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;BIETONNAY;365;0;149;55516;-9645;44865;0.51;16.1;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;79;225;9144;9422;61248;0.16;4.8;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;CARRONNIER;366;0;46;8653;14020;16239;0.15;4;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;38;65;15562;26432;76001;0.27;6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;15;278;16122;10815;73190;0.28;6.3;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;0;142;28454;-11372;43018;0.49;15.3;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;CARRONNIER;366;94;56;19684;18476;31281;0.34;8.3;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;82;277;5827;2026;64979;0.1;3.5;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;0;124;10679;3607;6957;0.18;5.4;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;0;279;8350;1063;46438;0.14;4.4;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;CARRONNIER;366;0;278;12553;-5974;20205;0.22;7;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;114;50;39100;28582;60867;0.67;14.3;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;85;24;12601;-10496;73137;0.22;7.5;51;11976;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;0;282;4959;7634;28015;0.08;2.7;365;10471;8;17.7;0.3;-17.5
2023-2024;L0.2_Pant5_CN_modif_20260519;CARRONNIER;366;312;49;47631;30480;94742;0.82;16.4;366;13293;22;32.8;17.3;-15.4
2024-2025;L0.2_Pant5_CN_modif_20260519;CARRONNIER;365;85;60;19064;9835;71134;0.33;8.5;365;21903;11;32.4;6.7;-25.7
2010-2011;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;0;365;12182;1971;11372;0.35;7.4;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;366;0;208;9766;12373;13030;0.28;5.3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;30;91;17417;23440;40275;0.5;7.8;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;1;246;17576;13734;43784;0.51;8.1;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;0;246;28340;-1611;26729;0.82;17.8;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;366;30;27;21016;17663;19286;0.61;10.3;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;35;246;6950;8457;32913;0.2;4.8;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;0;350;14331;6652;22869;0.41;8.4;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;0;344;9047;1807;5153;0.26;5.6;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;366;0;288;11486;11390;27518;0.33;7.4;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;62;93;38602;25478;35805;1.11;16.5;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;115;245;14146;12497;55977;0.41;9.8;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;0;365;6190;45;5140;0.18;4;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;366;63;279;51181;21540;73817;1.48;20.6;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;CHANTEMERLE;365;0;365;25299;4;25303;0.73;13.2;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;280;77;14266;-808;208313;0.07;6.7;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;366;60;10;9452;38405;243335;0.04;4;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;280;12;17071;72299;539544;0.08;6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;312;7;14868;67194;408039;0.07;5.3;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;61;294;27412;26823;676332;0.13;13.4;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;366;144;80;26968;34219;132467;0.13;10.3;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;163;7;6396;-14859;357043;0.03;3.5;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;28;18;11669;8600;142797;0.05;5.3;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;0;15;7758;-5401;154975;0.04;3.7;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;366;0;300;15087;19292;378149;0.07;7.6;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;114;80;52938;50580;236456;0.25;17.6;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;305;6;13813;-28706;537145;0.06;7.4;51;28706;0;NA;NA;NA
